adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
Oman,OMN,57.879121,21.990536,21.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://lfpress.com/pmn/health-pmn/oman-suspends-all-flights-from-march-29-except-cargo-and-flights-to-musandam-state-tv/wcm/436cadbe-a7f6-495e-8c34-b61df41bb364
https://om.usembassy.gov/covid-19-information/","Oman suspends all flights from March 29, except cargo and flights to Musandam (State TV, 24.03.2020)

International restrictions:
A daily flight will continue to operate between the capital’s Muscat International Airport (MCT) and Khasab Airport (KHS, Musandam governorate), as well as cargo flights.
As of 18 March, all non-Omani nationals will be barred entry until further notice. This ban includes Gulf Cooperation Council (GCC) citizens and foreign nationals holding valid tourist, business and residency visas. Airport transits remain unaffected. Foreign nationals will be permitted to depart the country during this time, although Omani citizens will not be. Exceptions for Omanis may be made on a case-by-case basis. 
All cruise ships will also be banned from docking at Omani ports for 30 days from 15 March. 

Internal restrictions: 
Access to/from Muscat governorate closed until 8 May. 
All parks, play areas, social gatherings and Friday prayers are banned until further notice.  
Curfew on minors implemented indicates that all people under the age of 18 must remain indoors from 19.00 to 06.00. 
Suspension of all public transport including all buses, ferries, taxis, vans and microbuses until further notice. 
Buses and ferries heading to Musandam and the Wilayat of Masirah are exempt from the new restrictions. 

",20200421,•The Ministry of Health will apply home or institutional quarantine to all travelers entering Oman (only Omani nationals allowed to enter now) for 14 days.,COVID-19 negative certification not required / not known,52
Pakistan,PAK,68.808093,29.37884,25.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://pk.usembassy.gov/covid-19-information/
https://tribune.com.pk/story/2188235/1/
https://www.thestatesman.com/world/pakistan-extends-nationwide-lockdown-till-may-9-as-coronavirus-cases-reach-11-729-1502880563.html","All international flights except for cargo and diplomatic flights, are suspended until at least 15 May.

- This does not apply to diplomatic, special and flights of national carriers. They must have a special approval from the competent authority for transporting stranded passengers. Passengers will be subject to thorough checking as per established procedures (including swab testing, isolation or quarantine).

International restrictions:  
›The Prime Minister’s Special Assistant on National Security clarified in a press conference that there is no prohibition on outgoing passengers from Pakistan on non-PIA flights but since no carrier would be flying in, it is automatically understood that outbound traffic would be halted as well. 
›From 21 March, all international arrivals will be required to provide a medical certificate stating the results of the COVID-19 test conducted 24 hours prior to boarding the flights. This will be requested at the point of disembarkation in Pakistan.  
›All travellers are required to submit a health declaration form and undergo health screening upon arrival. 
›All land borders are closed. 

Internal restrictions:  
Most domestic flights will be suspended from 26 March until 30 April. Domestic flight operations to/from Islamabad International Airport (ISB) to Gilgit Airport (GIL) and Skardu (KDU) Airport are being permitted. 

The National Highways and Motorways Police announced on 26 March that passenger buses and vans will be banned from the motorway network. However, vehicles carrying goods, petroleum products and daily use items with minimum staff, as well as private vehicles with maximum two passengers giving valid reason of travelling, will be allowed to enter the network. 
Multiple provincial and territorial governments have invoked Section 144 of the Code of Criminal Procedure, so as to declare restrictions on movement, bans on public gatherings, suspensions or restrictions to business operations (except essential services) and restrictions on public transport. 
On 1 April, the federal government extended the current restrictions on public movement until 14 April and has asked all provincial governments to ensure implementation of the decision. Extensions to the various deadlines on provincial-level restrictions (see below for a partial list), which were initially slated to end on 7 April, can be expected in the coming days. 

Islamabad Capital Territory: City authorities in the capital Islamabad have closed all markets, shopping malls, restaurants and private offices. Public offices will function from 10.00 to 16.00, except on Friday where they will function from 10.00 to 13.00.  

Punjab province: Authorities have closed all markets, shopping malls, restaurants, private offices and non-essential public offices. All non-essential gatherings are banned. Two persons per household may leave their residences to buy essential supplies. Grocery stores are allowed to operate from 09.00-17.00, while meat and milk shops are allowed to operate from 09.00-20.00. Pharmacies, petrol pumps and certain grocery stores will be allowed to remain open during this period.Sindh province: Authorities have closed all non-essential businesses, shopping malls, hotels and public entertainment areas. All shops exempted from the above restrictions will only be allowed to function from 08.00 to 17.00. There is a complete ban on non-essential movement of people from 17.00 to 08.00. One person per household may leave their residences to buy essential supplies.
Khyber-Pakhtunkhwa province: Authorities in Peshawar have closed all restaurants and shops other than those selling groceries, medicine and other essential supplies. All exempted businesses, except for pharmacies, are to close by 16.00. All non-essential gatherings are banned. Two persons per household may leave their residences to buy essential supplies. Large gatherings are banned until 30 April.
Balochistan province: The authorities have closed all markets, shopping malls, private offices and non-essential public offices. All non-essential gatherings are banned. There is a complete ban on all non-essential movement of people within Quetta. One person per household may leave their residences to buy essential supplies. The current lockdown measures have been extended until 5 May.
The Gilgit-Baltistan territorial government declared a 'home lockdown' for an indefinite period, which will be legally enforced. Grocery stores, pharmacies and other essential services remain open, while inter-district and intra-city public transport and non-essential shops are closed.

Pakistan Railways announced the reduction of inter-city express trains starting 22 March.
",20200425,•Any person showing symptoms of COVID-19 infection will be taken into quarantine at designated government medical facilities.,COVID-19 negative certification required for entering the country,53
Palau,PLW,134.56581,7.499895,27.04.2020,"International SOS 
https://pw.usembassy.gov/wp-content/uploads/sites/282/MOH-Directive-No.-90-20-Authorizing-Isolation-and-Quarantine-Measures.pdf ","Commercial flights are suspended at least until 30 May 2020. 
The authorities have temporarily restricted entry for foreign visitors from or transiting via mainland China, Hong Kong and Macao (both China SAR) in the past 14 days. 
Travellers allowed entry will be subject to a 14-day quarantine.",20200427,"the Ministry of Health shall identify appropriate and adequate facilities, either public or private property to be designated as Quarantine Facilities for exposed persons. If any quarantined person if found to be infected, that person shall be promptly relocated to the appropriate isolation facility. The Alternate Care Site at Kalau Gym in Meyuns, Koror shall be the primary Isolation and care Facility for non-critical persons. ",COVID-19 negative certification not required / not known,54
Palmyra Atoll,UMI,-162.08226,5.887362,,,,,,,55
Panama,PAN,-80.09271,8.520588,21.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://www.iata.org/contentassets/9ed4302f84bb4657957a83c088a783bd/panama-ncov-measures.pdf
https://pa.usembassy.gov/covid-19-information/
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm","Flights to Panama are suspended until 23 May 2020.
- This does not apply to humanitarian flights.

Inbound restrictions:
›The country’s borders were indefinitely shut to foreign nationals and non-residents on 16 March. 

Outbound restrictions:
›All international flights, arriving and departing, will be suspended for 30 days, beginning 23 March.

Airport Entry/Exit:Health screening and questionnaires at airports and ports of entry. Passengers who have been to China in the 30 days prior to
arrival may be subject to increased screening. Any traveller displaying flu-like symptoms will be immediately taken to the
Hospital San Miguel Arcangel in the capital Panama City for quarantine.

Internal restrictions: 
Domestic air travel has ceased
A country wide curfew has been implemented since 17 March, and as of 30 March is 24 hours long. Individuals can only be outside the home for a maximum of two hours for food and/or medicine purchase. Men are allowed to leave their residences for two hours at a time on Tuesdays, Thursdays and Saturdays to visit either the supermarket or the pharmacy. Women are permitted to go out on Mondays, Wednesdays and Fridays for the same reasons. The hours of movement are determined by the last digit of an individual's ID card or passport. Masks must be worn in public and no one is permitted to leave their homes on Sundays. ",20200421,"The Panama Canal Authority (ACP) requires that ships coming from countries with a confirmed case and with a crew member exhibiting symptoms must notify the ACP at least 30 days before its arrival and of any crew changes within 14 days of arrival.
Airport Entry/Exit:Health screening and questionnaires at airports and ports of entry. Passengers who have been to China in the 30 days prior to
arrival may be subject to increased screening. Any traveller displaying flu-like symptoms will be immediately taken to the
Hospital San Miguel Arcangel in the capital Panama City for quarantine.",COVID-19 negative certification not required / not known,56
Papua New Guinea,PNG,145.859066,-6.758285,22.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://pg.usembassy.gov/covid-19-information/","International restrictions:  
International flights have been suspended until 12 June. 
Foreigners are not allowed entry, with the possible exception of health workers/persons assisting the territory to combat COVID-19, diplomatic personnel, and flight and cargo vessel crew (who are prohibited from leaving aircraft). Nationals and permanent residents are only allowed to return during the period when authorised by the Emergency Controller.
Returning Citizens and permanent residents will be subject to quarantine at designated facilities, while non-citizens and permanent residents will be subject to quarantine at a designated hotel in the capital Port Moresby. In addition, all incoming passengers are required to fill out an air passenger travel approval form.
The country’s border crossing with Indonesia, specifically the Wutung border post, has been closed from 9 February. The Solomon Islands-Bougainville border has been closed until further notice.
Cruise ships or yachts with more than 15 passengers will be refused entry. Sea arrivals are only permitted at declared ports of Motukea (Port Moresby), Lae and Rabaul.
Processing of visas on arrival is currently suspended. All travellers must obtain a valid physical visa or eVisa prior to arrival.
Airline, immigration, customs, and/or health authorities are actively screening arriving passengers to prevent the importation of COVID-19, including through thermal scanning, public health declarations, and examination of travel histories. 

Internal restrictions:  
The nationwide state of emergency declared from 24 March has been extended for two additional months.
Domestic flights, except those to Buka, Daru, Kieta, Kiunga, Rabaul, Tabubil, Tokua, Vanimo and Wewak have resumed. However, domestic travel is only allowed for those with valid reasons, subject to approval from the authorities. People who wish to conduct domestic travel must fill in a Domestic Travel Application Form. 
A curfew from 20.00 to 6.00 daily has been implemented in the National Capital District, Central Province and Western Province from until 30 April. Residents are only allowed to leave their home for medical and emergency reasons. There is a ban on public transport in the above-mentioned three regions. Only authorised private vehicles are allowed into Port Moresby.
Private transport including hotel and security transportation is allowed.
While domestic travel has resumed, East New Britain is under lockdown. Inbound and outbound flights to the province have been suspended. Only cargo flights and those for medical purposes are allowed in/out of the province. Roadblocks are in place between East and West New Britain provinces along the New Britain Highway.
Travel into and out of the states of East Sepik, Western Province and West Sepik, and other states with confirmed COVID-19, cases is prohibited unless granted written permission by the Chief of Police. Except for those states, movement across state borders by foot, vehicle or ship is not restricted.
All roads into the Central province are blocked. Transport of cargo and essential services are exempted.
No public transport is to operate. Taxis are limited to two passengers.
All non-essential workers are advised to stay at home.
Gatherings of over 100 people are banned.
Schools will be closed until at least 24 April.
Entertainment and sports venues are closed.

Relaxation of restrictions: 
Public transport has resumed under strict control measures starting. Schools will gradually resume from 27 April. ",20200422," People identified as persons of interest based on screening measures may be denied entry, asked to undergo a 14-day self-quarantine, or may be subjected to government-imposed quarantine at a designated health facility.",COVID-19 negative certification not required / not known,57
Paracel Islands,xPI,112.338214,16.834463,,,,,,,58
Abyei,"SDN, SSD",28.415755,9.786952,,,,,,,59
Paraguay,PRY,-60.548542,-21.702162,17.04.2020,"https://www.osac.gov/Content/Report/c8fbf3b3-a39d-489a-b9a2-185718411a21
https://www.iata.org/contentassets/6417a3ee7eae4fa4bf3e8003b125db81/paraguay-ncov-measures.pdf
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm 
https://py.usembassy.gov/covid-19-information/","The Paraguayan government has extended its order to close all international borders until further notice. Cargo will still be permitted to cross the borders. Commercial flights continue to be suspended at all Paraguayan airports, with limited exceptions for repatriation flights. 

Flights to Paraguay are suspended until 26 April 2020.
- This does not apply to health services and repatriation flights.

1. Passengers are not allowed to enter or transit Paraguay.
- This does not apply to nationals of Paraguay.
- This does not apply to passengers who reside in Paraguay.
- This does not apply to passengers who are in a diplomatic mission.
2. Nationals and residents of Paraguay will be placed in quarantine for 14 days.
3. Passengers who are in a diplomatic mission will be placed in quarantine for 14 days.

Internal restrictions: starting on March 16, the Paraguayan government has established a curfew between 08:00 PM and 04:00 AM in which circulation of persons and vehicles would be restricted.




",20200417,"•Paraguay requires all persons arriving to Paraguay to remain in isolation in their own homes until the 14-day incubation period has passed, regardless of whether symptoms are present.",COVID-19 negative certification not required / not known,60
Peru,PER,-71.821304,-13.590187,24.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://www.iata.org/contentassets/be994f6677b0475c82c312c9f2aa6b5c/peru-ncov-measures.pdf
https://pe.usembassy.gov/covid-19-information/
https://www.gov.uk/
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm","All airports and borders will be closed permanently until 10 May. 

1. Passengers are not allowed to enter Peru.
2. Airline crew must self-isolate at hotel Costa del Sol at Jorge Chavez International Airport for the entire duration of stay.

Inbound restrictions:
›Beginning 16 March, the government has closed its borders to all international travellers. All arrival and departure flights at Jorge Chavez International Airport serving Lima will be suspended on 17 March. Only state flights will be received aimed at the repatriation of foreign citizens. These flights must arrive at the Callao Air Base Grupo Aéreo
No. 8. This situation requires that the times and dates for the arrival of such flights will be determined by the Peruvian authority.
Embassies are urged to present the corresponding requests with due anticipation in order to be able to include flights in the schedule that the Peruvian authority will carry out. Domestic travel by air is banned during the state of emergency.
›Peruvian citizens will have to undergo a 15-day mandatory quarantine.

Outbound restrictions:
The government has closed its borders to all international travellers.
Borders remain closed until further notice.

Conditions and internal restrictions:
A nationwide curfew is in effect from 18.00-04.00 until further notice.
All educational institutions have been suspended.
A nationwide state of emergency will remain in force until at least 10 May, mandating all residents to remain in quarantine and abide by curfews.
Only one member of each household is permitted to leave their home for essential purposes each day. (The previous gender- and day-of-the-week-based restriction has been removed).
No one is permitted to leave home on Sundays.
The use of facemasks in public is mandatory.

",20200424,"The Quarantine policy restricts all movement except for traveling to the supermarket, bank, gas stations, pharmacy or to emergency medical clinics, to provide assistance to the elderly or small children or to the hospital for emergencies.  Additional rules and movement restrictions as part of its national quarantine strategy:  
Inter-regional travel by road has been restricted unless authorized by the Government of Peru. 
A mandatory daily curfew from 6:00 p.m. – 5:00 a.m. for most of Peru (including Lima and Cusco), 
A mandatory daily curfew from 4:00 p.m. – 5:00 a.m. for Tumbes, Piura, Lambayeque, La Libertad and Loreto regions. 
Use of privately registered vehicles will be restricted. 
Use of facemasks in public is mandatory. 


",COVID-19 negative certification not required / not known,61
Philippines,PHL,120.861863,14.16474,25.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
NAIA
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://ph.usembassy.gov/covid-19-information/
https://business.mb.com.ph/2020/04/01/clark-intl-airport-suspends-all-commercial-flights-starting-april-3/
Reuters","Government extends quarantine in Metro Manila until 15 May (Reuters, 24.04.2020)

International Restrictions: 
1. Passengers who have transited through or have been in China (People’s Rep.), Hong Kong (SAR China) or Macao (SAR China) in the past 14 days are not allowed to enter the Philippines.
- This does not apply to nationals of the Philippines. They will be required to self-isolate for a period of 14 days from their arrival into the Philippines.
- This does not apply to spouses or children of nationals of the Philippines. They will be required to self-isolate for a period of 14 days from their arrival into the Philippines.
- This does not apply to permanent residents of the Philippines. They will be required to self-isolate for a period of 14 days from their arrival into the Philippines.
2.Passengers who have transited through or have been in the North Gyeongsang Province (including Daegu and Cheongdo Country) of Korea (Rep.) in the past 14 days are not allowed to enter the Philippines. - This does not apply to nationals of the Philippines. - This does not apply to spouses or children of nationals of the Philippines. - This does not apply to permanent residents of the Philippines.
3. Passengers who have transited through or have been in Iran or Italy in the past 14 days are required to present a Medical Clearance or Health Declaration Certificate, issued by Health Authority within 48 hours prior to arrival and certifying that the passenger is free from Coronavirus (COVID-19). - This does not apply to nationals of the Philippines. - This does not apply to spouses or children of nationals of the Philippines. - This does not apply to permanent residents of the Philippines.
Passengers who have transited through or have been in Iran or Italy in the past 14 days, are required to undergo a 14-day quarantine.
4. Passengers under the following visa categories are not allowed to enter the Philippines:
- Passengers under Visa Waiver Agreements. - Passengers with Special Visas - Passengers who fall under Executive Order No.408, s1960 (EO408); - Passengers with a Hong Kong (SAR China) passport, Macao (SAR China) passport, Macao-Portuguese, and British National Overseas passports. - Immigrant and non-Immigrant visa holders (i.e. 13, 9D, 9F, 9G, 47a(2), etc.)
This does not apply to:
- spouses and children of Filipino nationals (if they are not traveling together, they should show proof of marriage or filiation).
- government and International Organization officials whose visas were issued by the Philippines government.

Restricted air, land and maritime movement, except for cargo. 

Internal restrictions: 
The government is studying the possibility of allowing bus and train operations after April 30 but at partial capacity to limit the spread of the novel coronavirus. (Media, 22.04.2020) 

Flight suspension for Luzon until at least 30 April.
An enhanced community quarantine has been implemented in Davao City and Davao region. In Davao City, daily curfew timing will be adjusted to 18.00-06.00 from 7 April. Residents can only leave the house with a Food and Medicine (FM) pass. In Davao region, a daily curfew has been imposed between 21.00 and 05.00 since 4 April. Work from home is being enforced except for those in essential services.
Hotels and other hospitality businesses may only operate during the lockdown if:
They have guests who booked their stay on or before 17 March.
They have guests who have existing long-term leases.
They are housing employees of establishments exempted from the lockdown.
Home quarantine is enforced on Luzon Island. People can only leave their homes to buy basic necessities like food and medicine. The curfew remains in place over Metro Manila from 20.00 to 05.00 until 30 April.
Several other cities have also implemented curfews.
Curfew exemptions will be granted to those involved in providing basic necessities, food preparation and delivery services, energy and telecommunications, as well as healthcare workers, water refilling workers, financial services workers, media personnel, and people transiting to and from work, with necessary identification and certificate of employment.
All mass gatherings are banned.
Those with private cars are only allowed to drive for essential purposes such as purchasing essential goods and accessing healthcare services.
Private organisations allowed to operate are only those related to food and medicine production and distribution as well as health services. Banks, money transfer services, utilities, telcos, and outsourcing and export firms are also exempt.
Security posture will be heightened to enforce quarantine.
At least 82 different localities have imposed differing restrictions and quarantine measures
Multiple provinces in the country, including the capital, are under Enhanced Community Quarantine (ECQ) which has been extended until at least 15 May. ECQ has been extended to provinces across the country that are deemed as ‘high risk’ in relation to COVID-19. The following ‘high risk’ provinces will be under enhanced measures: Albay, Bataan, Batangas, Benguet, Bulacan, Catanduanes Cavite, Laguna, Metro Manila, Nueva Ecija, Occidental Mindoro, Oriental Mindoro, Pampanga, Pangasinan, Quezon, Rizal, Tarlac and Zambales (all Luzon); Antique, Cebu and Iloilo (all Visayas); Davao del Norte and Davao del Oro (all Mindanao). The status of the quarantine measures implemented in several of the aforementioned provinces will be revaluated on 30 April.

 






",20200425,"The Government of the Philippines has implemented enhanced screening and quarantine measures to reduce the spread of COVID-19.  Travelers should be prepared for travel restrictions to be put into effect with little or no advance notice.

Please visit the Philippine Department of Tourism (DOT) webpage for a current list of quarantine locations and status: https://philippines.travel/safeph",COVID-19 negative certification subject to special conditions,62
Pitcairn,PCN,-128.32289,-24.376819,,,,,,,63
Poland,POL,19.406603,52.122668,25.04.2020,"https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pl.usembassy.gov/covid-19-information/","Borders are closed and stringent checks have been imposed at all border crossings until at least 3 May. International rail is suspended until further notice; air traffic is suspended until at least 9 May.

Flights to Poland are suspended.
- This does not apply to flights with status HOSP, HUM, HEAD and other flights performed to save people's lives or health, flights to protect public order, emergency flights, flights at the order of the Prime Minister, flights performed by foreign air carriers at the order of foreign states to bring back their nationals.
- This does not apply to domestic aircraft with up to 15 seats.

International restrictions:
Borders are closed and stringent checks have been imposed at all border crossings until at least 3 May. International rail and air transport are suspended until further notice.
Foreign nationals are barred from entering the country until 3 May. Citizens and foreigners with residency permits are allowed to return from abroad but will be required to quarantine for 14 days. They are required to provide the local authorities with information about their place of stay or address and a contact telephone number.

Internal restrictions:
Domestic flights are suspended and national rail routes are operating a reduced timetable.
Secondary schools and universities are closed until 3 May. Cinemas, operas, theatres, museums and other cultural venues are closed until further notice. Shopping malls are still operating but with reduced services. Grocery shops, pharmacies and banks remain open. Restaurants, pubs, night clubs and casinos are closed. Gatherings of more than two people are prohibited (a maximum of five for Holy Mass and funerals). Public transport is limited to 50% of available seating to maintain appropriate distance between commuters.

Restrictions: people under 18 must not leave the house without a parent or guardian; parks, boulevards and beaches remain closed; hotels and accommodations are closed; the number of people in stores and the post office is restricted to two-three people; people living with someone quarantined because they have returned from abroad of have been in contact with an infected person must also self-quarantine; ·violating these orders is a criminal offence subject to fines. Wearing a face mask or scarf in public is compulsory; those who do not comply will face heavy fines.

Relaxation of restrictions:
Lockdown measures are starting to be lifted. This will start with the lifting of restrictions on shops, while other aspects of the lockdown will be considered as they examine the impact of their strategy.",20200425,"All persons arriving to Poland must undergo a health inspection and provide contact information. All travelers will be obligated to submit to a 14-day quarantine. Mandatory quarantine is not required in the following categories:
•Polish inhabitants who work in a neighboring country and regularly cross the border
•foreigners residing in a neighboring country who work in Poland and cross the border regularly
•drivers engaged in the professional transport of goods
•ship and aircraft crews 
",COVID-19 negative certification not required / not known,64
Portugal,PRT,-7.961526,39.685014,24.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm 
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening
https://pt.usembassy.gov/covid-19-information/","International restrictions:
All land, air and maritime connections with Spain are suspended until at least 15 May. Overland travel into Portugal will be possible only for Portuguese citizens, residents, and workers. Border crossing will only be possible in nine localities (Valença, Quintanilha, Vilaverde (Norte region), Vilar Formoso, Termas de Monfortinho, (Centro region), Marvão, Caia, Vilaverde de Ficalho (Alentejo region), Vila Real de Santo António (Algarve region).
Within the Schengen area, Portugal has extended its temporary introduction of all internal land border controls until 5 May.
Access to Portuguese airports is allowed only to passengers holding proof of departure on the same day. Tickets cannot be bought within the airport’s Airlines booths.
Passengers of cruise ships are not allowed to disembark in Portuguese ports.
All citizens arriving into Faro district from abroad must undergo a 14-day self-quarantine.

Internal restrictions:
Portugal extended a state of emergency at least until 2 May allowing for additional restrictions and measures to stem the spread of the virus. Only essential travel is allowed across the territory. A compulsory confinement at home or a health centre will be in place.
",20200424,"Between April 9 and April 13, all non-permitted domestic travel is banned except within the municipality where you reside or to commute to work.
Under the State of Emergency decree the Portuguese Government can impose obligatory quarantine for individuals infected with COVID-19 and individuals deemed by health officials to require special medical surveillance.
Between April 3 and April 17, all non-permitted travel between municipalities on Sao Miguel island in the Azores is banned.
A mandatory 14-day self-quarantine has been announced by regional health officials for all international entry to Algarve, and all travel to Vila Real.
All new arrivals to the Azores and Madeira must agree to a mandatory quarantine for 14 days before being admitted, no matter the expected duration of travel on the islands. Mandatory quarantine in the Azores and Madeira takes place in hotels pre-determined by the respective autonomous governments.  This is applicable to all travelers, whether they are visitors or residents or citizens.",COVID-19 negative certification not required / not known,65
Puerto Rico,PRI,-66.479397,18.224744,06.04.2020,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"1. Passengers will be quarantined for 14 days.
2. Passengers must present a completed Puerto Rico Department of Health form upon arrival.",20200406,14 day quarantine,COVID-19 negative certification not required / not known,66
Qatar,QAT,51.193104,25.286199,19.04.2020,"https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm
https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening 
https://www.moph.gov.qa/english/Pages/Coronavirus2019.aspx","1. Passengers are not allowed to enter Qatar.
- This does not apply to nationals of Qatar.
- This does not apply to residents of Qatar with a Permanent Residence card. 


International restrictions: 
As of 18 March, all flights through Hamad International Airport (DOH) are suspended for two weeks. As of 16 March, travellers with all visas (residency, business, tourist) will not be allowed to enter the country. National carrier Qatar Airways will still be operating but only transit passengers with connecting flights can board. The ban does not apply to Qatari citizens, though they may be asked to self-quarantine for 14 days.  


Internal restrictions: Public transport - including the metro and bus services - has been suspended around the country. ",20200419,"The Government decided to suspend entry for citizens of Italy, France, Germany and Spain, as well as all others traveling from these countries. Individuals intending to travel from these four countries who are in possession of a Qatar residence permit are excluded from this decision, provided that they stay in a quarantine facility for 14 days as per the local procedures. (MOPH)",COVID-19 negative certification not required / not known,67
Republic of Korea,KOR,127.843498,36.448643,16.04.2020,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"1. Short-term visas (type C-1 and C-3) issued on or before 5 April are invalidated.
2. Visa exemptions for 90 nationalities with normal passport are temporarily suspended.
- This does not apply to airline crew.
- This does not apply to passengers with an APEC Business Travel Card. 
3. Korean visas issued by the Wuhan Consulate in the Hubei Province are invalidated.
4. Visitors who have been in the Hubei Province (China People's Rep.) in the past 14 days are not allowed to transit or enter Korea (Rep.). 
5. Nationals of China (People's Rep.) with a passport issued in the Hubei Province are not allowed to transit or enter Korea (Rep.).
6. Passengers arriving from China (People's Rep) must have a visa issued by Korea (Rep.) to transit through Korea (Rep.). 
- This not apply to nationals of Albania, Andorra, Barbados, Dominica, Guyana, Ireland (Rep.), Korea (Rep.), Malta, Mexico, Monaco, Nicaragua, Palau, San Marino, Slovenia, St. Kitts and Nevis, St. Vincent and the Grenadines, USA, Vatican City (Holy See) and Venezuela. 
- This not apply to passengers with a British passport.
- This does not apply to passengers with a diplomatic, consular, official, service or special passport. 
7. All passengers are subject to mandatory self-quarantine for 14 days. 
- This does not apply to airline crew. 
8. Nationals and residents of Korea (Rep.) are required to install 'Self-quarantine safety protection mobile app'. 
9. Passengers and airline crew must install 'Self-diagnosis Mobile App' in their personal device and a completed Health Declaration Form and a Special Quarantine Declaration Form must be presented to the quarantine desk upon arrival.
Effective 17 April 2020 at 20:00h:
1. All flights must arrive at Incheon International Airport (ICN) between 5:00 and 20:00.

From 1 April all passengers arriving in South Korea from overseas will be required to undergo 14 days of self-isolation.  
Those without local residence in South Korea will be quarantined at a government facility with a cost of approximately KRW1000,000 per day. 
Travellers who hold A-1 visa, A-3 agreement visa, diplomats and their families are exempt from the 14-day mandatory self-isolation. Exemptions can also be made for travellers who receive permission from a South Korean Embassy to travel for the purposes of business, humanitarian work or participation in an academic forum. 

From 30 March, airlines are required to check the body temperature of all travellers to South Korea prior to departure. Travellers with a body temperature higher than 37.5 degrees Celsius will be denied entry. 
From 28 March, all travellers arriving from Europe or the US are advised to use private vehicles to transit to their place of residence from the airport. Those who do not have access to private vehicles are to use designated buses and trains allocated for these travellers. 
Travellers with symptoms of COVID-19 will be escorted to an isolation facility for further COVID-19 testing (travellers without symptoms will also be tested for COVID-19 in a separate facility). If test results are positive, patients will be escorted to designated hospitals or other medical facilities for treatment. All violators (incl. foreigners) of the self-quarantine requirement will be punished by relevant statutory law. 
Nationals and residents of Korea (Rep.) are required to install 'Self-quarantine safety protection mobile app'.
Passengers and airline crew must install 'Self-diagnosis Mobile App' in their personal device and a completed Health Declaration Form and a Special Quarantine Declaration Form must be presented to the quarantine desk upon arrival.



",20200416,"Since 22 March, all foreign travellers from Europe have been subject to testing for COVID-19 on arrival at South Korean ports and airports.
Testing may take up to 24 hours and you may be held in a separate facility during this time. If a person tests positive for the virus they will be transferred to the appropriate healthcare facility.


Travellers will also be asked to report their health status to the authorities for 14 days after arrival. This reporting can be done via a special mobile app which can be downloaded to a smartphone at the airport. Travellers without a smartphone will be required to submit a working telephone number able to receive calls in South Korea for 14 consecutive days. ",COVID-19 negative certification not required / not known,68
