countryName,lockdownInfo,dateStr,date
Guernsey,"On 7 April, the States of Guernsey confirmed in a live media briefing that the lockdown measures would remain in place for at least another 14 days. Changes were made to restrictions on businesses, taking effect from midnight on 8 April, to allow non-essential retailers to carry out home deliveries, providing strict social distancing and hygiene measures are followed and no more than two employees are on the premises;[80][81] These changes were recognised as Phase 1 of the phased lockdown exit strategy announced ten days later.[82] Recognising the high proportion of deaths and cases coming from care homes across the island, the States decided on 9 April to stop all care home visits ""for the foreseeable future"". All hospital visits to COVID-19 wards or patients are not permitted, and hospices will stop routine visits; 'end of life' visits will be assessed individually.[83] An expanded testing programme was implemented from 8 April also, which included wider criteria to allow for more people to be tested.[2]
",7 April 2020,2020-04-07
Guernsey,"On 7 April, the States of Guernsey confirmed in a live media briefing that the lockdown measures would remain in place for at least another 14 days. Changes were made to restrictions on businesses, taking effect from midnight on 8 April, to allow non-essential retailers to carry out home deliveries, providing strict social distancing and hygiene measures are followed and no more than two employees are on the premises;[80][81] These changes were recognised as Phase 1 of the phased lockdown exit strategy announced ten days later.[82] Recognising the high proportion of deaths and cases coming from care homes across the island, the States decided on 9 April to stop all care home visits ""for the foreseeable future"". All hospital visits to COVID-19 wards or patients are not permitted, and hospices will stop routine visits; 'end of life' visits will be assessed individually.[83] An expanded testing programme was implemented from 8 April also, which included wider criteria to allow for more people to be tested.[2]
",7 April 2020,2020-04-07
Guernsey,"On 15 April, a centralised COVID-19 Response Appeal was launched by the States of Guernsey to raise funds to support healthcare workers, those undergoing financial hardship, and for the provision of PPE. The appeal was launched in response to ""significant demand"" from islanders wishing to donate to help the response to the pandemic.[84] The same day it was announced that the possible lockdown exit strategy would be based on a combination of testing, contact tracing and establishing triggers which would cause the reintroduction of restrictions if necessary. Dr Brink emphasised that the adaptive nature of the States of Guernsey's response would mean ""slowly coming out of lockdown"", and noted the success of the lockdown measures in reducing transmission in the Bailiwick, saying the situation was ""as good as can be expected"" and that it had ""exceeded"" her expectations.[85][50]
",15 April 2020,2020-04-15
Guernsey,"On 17 April, the CCA announced that it was satisfied that the ""curve"" had been flattened and revealed its plans for a phased resumption of business activity and exit from lockdown. The so-called 'exit strategy' is broken down into four phases, each with gradual easing of the restrictions on freedom of movement and on businesses and eventually a lifting of the stay-at-home order. The fourth and final phase will see the implementation of an economic recovery plan. The strategy will be constantly monitored using testing, contact tracing and quarantine of potential patients alongside specific criteria which would trigger the reintroduction of lockdown measures if appropriate.[86][87][82]
",17 April 2020,2020-04-17
Guernsey,"On 17 April, the CCA announced that it was satisfied that the ""curve"" had been flattened and revealed its plans for a phased resumption of business activity and exit from lockdown. The so-called 'exit strategy' is broken down into four phases, each with gradual easing of the restrictions on freedom of movement and on businesses and eventually a lifting of the stay-at-home order. The fourth and final phase will see the implementation of an economic recovery plan. The strategy will be constantly monitored using testing, contact tracing and quarantine of potential patients alongside specific criteria which would trigger the reintroduction of lockdown measures if appropriate.[86][87][82]
",17 April 2020,2020-04-17
Guernsey,"Chief Executive Paul Whitfield described the hospitality industry as having suffered ""significantly"" as a result of the pandemic.[121] On 23 March, Liberation Group—which owns a number of local pubs, bars and restaurants—closed all of its sites.[123] On 29 March, following a clarification of the strict lockdown measures implemented four days prior, all restaurants, cafes and kiosks—many of which had made arrangements to provide food delivery services in order to stay open through the lockdown—were ordered to shut.[124] On 31 March, Sandpiper CI—Guernsey's largest retailer—announced that its purchase of the Guernsey Pub Company, owners of Randalls Brewery, had fallen through due to the impact of the pandemic, with the sale and purchase agreement terminating on 1 April.[125]
",23 March 2020,2020-03-23
Guernsey,"It was reported on 6 April that property sales and lettings had not ""dramatically dropped"", and that despite house viewings including those by surveyors and conveyancers being cancelled due to the lockdown measures, estate agents were remaining optimisitic while it was too early to estimate the impact of the pandemic on property in Guernsey.[126] Tourism and visitors, another large part of Guernsey's economy, was significantly impacted by the pandemic.[121] On 11 March it was announced that Guernsey Harbours had cancelled the arrival of a cruise ship scheduled to arrive on 20 March as a precautionary measure.[127] Subsequently, on 19 March individual operators cancelled all cruise trips until the start of may, including nine scheduled to visit the island in April and three in May.[128]
",6 April 2020,2020-04-06
Guernsey,"On 2 April, Guernsey Electricity reported a 10% reduction in energy usage since the lockdown imposed on 25 March, describing the drop as 'remarkable' and citing the closure of businesses as well as an increase in temperatures as likely causes.[133]
",2 April 2020,2020-04-02
Ghana,"On 19th , the number of confirmed cases in Ghana was 1042. It was announced by the President of Ghana in his address to the nation.The partial lockdown that had been imposed three weeks earlier,was lifted but the other preventive protocols were still in effect. [84][85]",April 2020,2020-04-22
Greece,"On 31 March, Deputy Minister for Civil Protection and Crisis Management Nikos Hardalias announced additional restrictive measures for a duration of 14 days in the municipalities of Kastoria, Orestida and Nestorio of Kastoria Regional Unit as well as those of Xanthi and Myki of Xanthi Regional Unit. A night curfew was imposed from 800 p.m. until 800 a.m. the following morning and some options of the lockdown movement permits were suspended. Only close relatives can attend a funeral and pet owners are allowed to walk their pet for up to 15 minutes and near their house only.[187]
",31 March 2020,2020-03-31
Greece,"On 2 April, following the confirmation of a case in Mykonos, all construction activities on the island were suspended.[188] On 5 April, another case was confirmed and a night curfew was imposed from 800 p.m. until 800 a.m. the following morning while some options of the lockdown movement permits were suspended for 14 days.[189] The same day all construction activity was suspended for 30 days on the island of Santorini, although no cases have been reported there.[189]
",2 April 2020,2020-04-02
Grenada,"The government of Prime Minister Keith Mitchell instituted a series of increasingly tightening social distancing and quarantine policies that eventually led to a full country lockdown. Prior to the island's first case (but in anticipation of it occurring), schools and public gatherings were banned and social distancing encouraged on .[19] It was known that at least three persons who later tested positive to Covid-19 elsewhere had traveled through Grenada.[20] Following the first confirmed case on March 22, the airport was closed to commercial traffic and remained closed indefinitely.[21][22]
",March 14,2020-03-14
Grenada,"On , emergency powers were implemented to restrict movement and nightly curfews.[23] Businesses unable to enforce social distancing were ordered to be closed (e.g., many restaurants and bars became take-out only). These were quickly revised into a full, 24-hour lockdown on March 30, where all citizens were to remain in their homes and all business were closed except essential services described in the act.[24] Specific grocery days were permitted under control of the RGPF, and various changes were experimented with how to effectively handle shopping days (e.g., surname days, times for senior citizens, etc.).[25] The first 24-hour period was to last one week, but following continued exposure of new cases, it was expanded for two additional weeks (thru April 20), and again for an additional week (finally ending April 27, totaling four weeks).[26][a] On April 18, Emergency Powers were officially extended an additional six months, solely as a precaution should new cases arise (rather than have them expire every few weeks).[27]
",March 25,2020-03-25
Grenada,"As faster testing (e.g., antibody tests) became available through the help of St. George's University and Venezuela,[28] the government became increasingly confidant in very low (if any) community spread.[29] While the PM has mentioned June as an anticipated full internal opening (still keeping borders closed), the low spread of the disease has encouraged the RGPF to offer increasing exceptions to the lockdown rules. By , government relayed their expectation to relax the 24-hour curfew period after April 27, since they had then tested 116 PCR and 82 ""rapid"" (antibody) tests, with no new cases discovered (although widespread testing will continue).[30] Indeed, they also announced that 7 of the infected persons had now recovered (6 on island, the other being the one who fled).[31]
",April 18,2020-04-18
Guyana,"On , Ubraj Narine, the Mayor of Georgetown, said that he would not be implementing lockdowns or curfews in contrast to neighboring cities. [14]
",31 March 2020,2020-03-31
Honduras,"On 20 March, the government has announced no new cases for the coronavirus after 27 lab tests. Additionally, the total curfew has been extended to the rest of the country, placing Honduras into a lockdown in efforts to contain the spread of the virus.[22]
",20 March 2020,2020-03-20
Indonesia,"On 16 March, the Ministry of State-Owned Enterprises instructed its employees ages 50 and above to work from home.[113] President Joko Widodo also clarified that the decision to implement lockdown on cities or regencies are only to be made after consultation with the central government.[114]
",16 March 2020,2020-03-16
Indonesia,"On 30 March, Jokowi refuses to impose lockdown on Jakarta. Bus routes connecting Jakarta and other cities and provinces will remain open following the cancellation of a plan to temporarily suspend operations of Greater Jakarta-based intercity and interprovincial (AKAP) buses.[129][130]
",30 March 2020,2020-03-30
Indonesia,"On 27 March, despite statements from President Jokowi that lockdowns are the authority of the central government, mayor of Tegal Dedy Yon Supriyono announced that Tegal would be on lockdown. He ordered that 49 road access to the city to be barricaded with movable concrete barriers, and visitors from outside will be thoroughly checked and have to undergo a 14-day quarantine period.[172] On the other hand, the Governor of Central Java Ganjar Pranowo insisted that the blockade will only happen at some part of the city of Tegal, not on the whole city.[173]
",27 March 2020,2020-03-27
Indonesia,"On 27 March, despite statements from President Jokowi that lockdowns are the authority of the central government, mayor of Tegal Dedy Yon Supriyono announced that Tegal would be on lockdown. He ordered that 49 road access to the city to be barricaded with movable concrete barriers, and visitors from outside will be thoroughly checked and have to undergo a 14-day quarantine period.[172] On the other hand, the Governor of Central Java Ganjar Pranowo insisted that the blockade will only happen at some part of the city of Tegal, not on the whole city.[173]
",27 March 2020,2020-03-27
Indonesia,"On 16 March, the mayor of Malang Sutiaji decided to close all access to the city (lockdown), starting on 18 March. As of 16 March, there is no positive COVID-19 in Malang or the province of East Java.[194] He would later clarify that the lockdown only applies to the government of Malang, not the general populace.[195]
",16 March 2020,2020-03-16
Indonesia,"Joko Widodo has come under increased pressure to impose a partial lockdown on virus-plagued areas, with scientists saying the country is racing against time to curb the spread of COVID-19 before Eid al-Fitr and that a community quarantine could be the only solution to do exactly that.[256] On 16 March, Jokowi stated that lockdown policies are the authority of the central government, and warned the local government to not impose lockdown without the consent of the central authority.[257]
",16 March 2020,2020-03-16
Indonesia,"Joko Widodo has come under increased pressure to impose a partial lockdown on virus-plagued areas, with scientists saying the country is racing against time to curb the spread of COVID-19 before Eid al-Fitr and that a community quarantine could be the only solution to do exactly that.[256] On 16 March, Jokowi stated that lockdown policies are the authority of the central government, and warned the local government to not impose lockdown without the consent of the central authority.[257]
",16 March 2020,2020-03-16
Indonesia,"On 27 March, dozens of Indonesian medical professors have called for “local lockdowns”, saying that the government's policy of physical distancing is not “effective”. The government is drafting a regulation (PP) to stipulate the procedures and requirements for imposing regional quarantines.[258][259]
",27 March 2020,2020-03-27
India,"On , India observed a 14-hour voluntary public curfew at the instance of the prime minister Narendra Modi. The government followed it up with lockdowns in 75 districts where COVID cases had occurred as well as all major cities.[11][12] Further, on 24 March, the prime minister ordered a  nationwide lockdown for 21 days, affecting the entire 1.3 billion population of India.[13][14]
On 14 April, the prime minister extended the ongoing nationwide lockdown till 3 May.[15]
",22 March 2020,2020-03-22
India,"On , India observed a 14-hour voluntary public curfew at the instance of the prime minister Narendra Modi. The government followed it up with lockdowns in 75 districts where COVID cases had occurred as well as all major cities.[11][12] Further, on 24 March, the prime minister ordered a  nationwide lockdown for 21 days, affecting the entire 1.3 billion population of India.[13][14]
On 14 April, the prime minister extended the ongoing nationwide lockdown till 3 May.[15]
",22 March 2020,2020-03-22
India,"Observers state that the lockdown has slowed the growth rate of the pandemic by 6 April to a rate of doubling every 6 days,[19] and, by 18 April, to a rate of doubling every 8 days.[20]
",6 April 2020,2020-04-06
India,"On 22 March, the Government of India decided to completely lockdown 82 districts in 22 states and Union Territories of country where confirmed cases have been reported till 31 March.[124] At 6 am on 23 March Delhi was put under lockdown till at least 31 March. Essential services and commodities were to continue.[125][126] 80 cities including major cities such as Bengaluru, Chennai, Mumbai,[127] Chandigarh[128] and Kolkata were also put under lockdown.[129] Inter-state movements are allowed during the lockdown period. However some states have closed their borders.[130]
",22 March 2020,2020-03-22
India,"On 22 March, the Government of India decided to completely lockdown 82 districts in 22 states and Union Territories of country where confirmed cases have been reported till 31 March.[124] At 6 am on 23 March Delhi was put under lockdown till at least 31 March. Essential services and commodities were to continue.[125][126] 80 cities including major cities such as Bengaluru, Chennai, Mumbai,[127] Chandigarh[128] and Kolkata were also put under lockdown.[129] Inter-state movements are allowed during the lockdown period. However some states have closed their borders.[130]
",22 March 2020,2020-03-22
India,"On 22 March, the Government of India decided to completely lockdown 82 districts in 22 states and Union Territories of country where confirmed cases have been reported till 31 March.[124] At 6 am on 23 March Delhi was put under lockdown till at least 31 March. Essential services and commodities were to continue.[125][126] 80 cities including major cities such as Bengaluru, Chennai, Mumbai,[127] Chandigarh[128] and Kolkata were also put under lockdown.[129] Inter-state movements are allowed during the lockdown period. However some states have closed their borders.[130]
",22 March 2020,2020-03-22
India,"On 22 March, the Government of India decided to completely lockdown 82 districts in 22 states and Union Territories of country where confirmed cases have been reported till 31 March.[124] At 6 am on 23 March Delhi was put under lockdown till at least 31 March. Essential services and commodities were to continue.[125][126] 80 cities including major cities such as Bengaluru, Chennai, Mumbai,[127] Chandigarh[128] and Kolkata were also put under lockdown.[129] Inter-state movements are allowed during the lockdown period. However some states have closed their borders.[130]
",22 March 2020,2020-03-22
India,"On 23 March, union and state governments announced the lockdown of 75 districts where cases were reported.[131]
",23 March 2020,2020-03-23
India,"On 24 March, PM Narendra Modi announced a complete nationwide lockdown, starting from midnight for 21 days.[132]
By 6 April, the growth rate of the pandemic had slowed to one of doubling every six days, from a rate of doubling every three days earlier.[19]
",24 March 2020,2020-03-24
India,"As the end of the lockdown period approached, several state governments recommended extending the lockdown.[133] The governments Odisha, Punjab, Maharashtra, and West Bengal governments have extended the state lockdowns to 30 April.[134][135][136]
",30 April 2020,2020-04-30
India,"As the end of the lockdown period approached, several state governments recommended extending the lockdown.[133] The governments Odisha, Punjab, Maharashtra, and West Bengal governments have extended the state lockdowns to 30 April.[134][135][136]
",30 April 2020,2020-04-30
India,"On 14 April, PM Narendra Modi extended nationwide lockdown till 3 May, with a conditional relaxation from 20 April for the areas that have been able to contain the spread.[15]
",14 April 2020,2020-04-14
India,"On 19 March, during a 30-minute live telecast, Indian Prime Minister Narendra Modi asked all citizens to observe 'Janata Curfew' (people's curfew) on 7 am to 9 pm on 22 March. During this curfew he asked everyone, except those involved in essential services, to stay at home. He also asked people to avoid routine checkups and elective surgeries to reduce the burden on the health system. He announced the formation of a COVID-19 Economic Response Task Force. To acknowledge the work being done by various sectors during the outbreak, he urged people to gather in front of their own doors, windows or balconies at 5 pm and applaud them for five minutes. State and local authorities were told to blow the siren to remind people about the same.[138] On 24 March, Modi announced a nationwide lockdown from midnight of that day, for a period of 21 days.[139] He also announced a ₹15,000 crore (US$2.1 billion) aid for the healthcare sector. This money would be used for developing testing facilities, PPEs, ICUs, Ventilators and for training medical workers.[140] On 3 April, PM Modi addressed the nation to turn off the lights for nine minutes and lighting the candles on 5 April.[141]
",19 March 2020,2020-03-19
India,"On 9 March, an FIR was lodged against a man in Arunachal Pradesh for allegedly posting misleading information on social media regarding the outbreak.[167] On 16 March, the father of a woman, whose husband had tested positive for coronavirus in Bengaluru, was booked by Agra police for allegedly misleading authorities about the whereabouts of his daughter, who was a suspected patient.[168] On 18 March, a case was registered against the owner of a furniture shop at Bhiwandi in Thane district, Maharashtra for issuing a misleading advertisement which claimed that mattresses sold at his shop cured the disease.[169] Lucknow police lodged an FIR against Bollywood singer, Kanika Kapoor for alleged negligence in compliance of necessary directives post her return from London.[170] On 21 March, a chemist was booked for allegedly selling N95 masks at over four times higher than the fixed price in Himachal Pradesh's Kangra district.[171] On 24 March, a 54-year-old man from Ernakulam, who landed from Chennai at the Cochin International Airport on 23 March, was arrested for refusing to follow instructions given by doctors.[172] A case was registered against a Coca-Cola plant in Himachal Pradesh for operating in violation of lockdown order.[173] 255 people in West Bengal were arrested for violating restriction order and were prosecuted under IPC section 188.[174] A man was arrested for hosting a party during the lockdown in Andhra Pradesh's West Godavari district.[175] Hyderabad traffic police seized 2,480 vehicles for violating the lockdown.[176] On 25 March, two people were booked under sections 353, 188 and other relevant provisions of the IPC and Disaster Management Act, 2005 for allegedly abusing and manhandling policemen during the lockdown at Kalyan in Maharashtra's Thane district.[177] On 26 March, Delhi police arrested a 40-year-old man and seized his scooty for allegedly calling a northeastern woman ""coronavirus"" and spitting paan at her.[178] On 27 March, an Infosys employee from Bengaluru was arrested for his social media post that encouraged people to venture out and spread the virus.[179] Three people were arrested for circulating a fake audio clip which suggested that 59 fresh cases were reported in Nagpur, Maharashtra.[180] A 29-year-old woman was arrested in Kolkata for allegedly spreading rumours related to the outbreak by posting fake news on social media.[181] Patna police arrested three policemen for allegedly shooting at a driver of a vehicle carrying potatoes and asking for a bribe of ₹5,000 (US$70).[182]
",9 March 2020,2020-03-09
India,"On 9 March, an FIR was lodged against a man in Arunachal Pradesh for allegedly posting misleading information on social media regarding the outbreak.[167] On 16 March, the father of a woman, whose husband had tested positive for coronavirus in Bengaluru, was booked by Agra police for allegedly misleading authorities about the whereabouts of his daughter, who was a suspected patient.[168] On 18 March, a case was registered against the owner of a furniture shop at Bhiwandi in Thane district, Maharashtra for issuing a misleading advertisement which claimed that mattresses sold at his shop cured the disease.[169] Lucknow police lodged an FIR against Bollywood singer, Kanika Kapoor for alleged negligence in compliance of necessary directives post her return from London.[170] On 21 March, a chemist was booked for allegedly selling N95 masks at over four times higher than the fixed price in Himachal Pradesh's Kangra district.[171] On 24 March, a 54-year-old man from Ernakulam, who landed from Chennai at the Cochin International Airport on 23 March, was arrested for refusing to follow instructions given by doctors.[172] A case was registered against a Coca-Cola plant in Himachal Pradesh for operating in violation of lockdown order.[173] 255 people in West Bengal were arrested for violating restriction order and were prosecuted under IPC section 188.[174] A man was arrested for hosting a party during the lockdown in Andhra Pradesh's West Godavari district.[175] Hyderabad traffic police seized 2,480 vehicles for violating the lockdown.[176] On 25 March, two people were booked under sections 353, 188 and other relevant provisions of the IPC and Disaster Management Act, 2005 for allegedly abusing and manhandling policemen during the lockdown at Kalyan in Maharashtra's Thane district.[177] On 26 March, Delhi police arrested a 40-year-old man and seized his scooty for allegedly calling a northeastern woman ""coronavirus"" and spitting paan at her.[178] On 27 March, an Infosys employee from Bengaluru was arrested for his social media post that encouraged people to venture out and spread the virus.[179] Three people were arrested for circulating a fake audio clip which suggested that 59 fresh cases were reported in Nagpur, Maharashtra.[180] A 29-year-old woman was arrested in Kolkata for allegedly spreading rumours related to the outbreak by posting fake news on social media.[181] Patna police arrested three policemen for allegedly shooting at a driver of a vehicle carrying potatoes and asking for a bribe of ₹5,000 (US$70).[182]
",9 March 2020,2020-03-09
India,"On 9 March, an FIR was lodged against a man in Arunachal Pradesh for allegedly posting misleading information on social media regarding the outbreak.[167] On 16 March, the father of a woman, whose husband had tested positive for coronavirus in Bengaluru, was booked by Agra police for allegedly misleading authorities about the whereabouts of his daughter, who was a suspected patient.[168] On 18 March, a case was registered against the owner of a furniture shop at Bhiwandi in Thane district, Maharashtra for issuing a misleading advertisement which claimed that mattresses sold at his shop cured the disease.[169] Lucknow police lodged an FIR against Bollywood singer, Kanika Kapoor for alleged negligence in compliance of necessary directives post her return from London.[170] On 21 March, a chemist was booked for allegedly selling N95 masks at over four times higher than the fixed price in Himachal Pradesh's Kangra district.[171] On 24 March, a 54-year-old man from Ernakulam, who landed from Chennai at the Cochin International Airport on 23 March, was arrested for refusing to follow instructions given by doctors.[172] A case was registered against a Coca-Cola plant in Himachal Pradesh for operating in violation of lockdown order.[173] 255 people in West Bengal were arrested for violating restriction order and were prosecuted under IPC section 188.[174] A man was arrested for hosting a party during the lockdown in Andhra Pradesh's West Godavari district.[175] Hyderabad traffic police seized 2,480 vehicles for violating the lockdown.[176] On 25 March, two people were booked under sections 353, 188 and other relevant provisions of the IPC and Disaster Management Act, 2005 for allegedly abusing and manhandling policemen during the lockdown at Kalyan in Maharashtra's Thane district.[177] On 26 March, Delhi police arrested a 40-year-old man and seized his scooty for allegedly calling a northeastern woman ""coronavirus"" and spitting paan at her.[178] On 27 March, an Infosys employee from Bengaluru was arrested for his social media post that encouraged people to venture out and spread the virus.[179] Three people were arrested for circulating a fake audio clip which suggested that 59 fresh cases were reported in Nagpur, Maharashtra.[180] A 29-year-old woman was arrested in Kolkata for allegedly spreading rumours related to the outbreak by posting fake news on social media.[181] Patna police arrested three policemen for allegedly shooting at a driver of a vehicle carrying potatoes and asking for a bribe of ₹5,000 (US$70).[182]
",9 March 2020,2020-03-09
India,"On 9 March, an FIR was lodged against a man in Arunachal Pradesh for allegedly posting misleading information on social media regarding the outbreak.[167] On 16 March, the father of a woman, whose husband had tested positive for coronavirus in Bengaluru, was booked by Agra police for allegedly misleading authorities about the whereabouts of his daughter, who was a suspected patient.[168] On 18 March, a case was registered against the owner of a furniture shop at Bhiwandi in Thane district, Maharashtra for issuing a misleading advertisement which claimed that mattresses sold at his shop cured the disease.[169] Lucknow police lodged an FIR against Bollywood singer, Kanika Kapoor for alleged negligence in compliance of necessary directives post her return from London.[170] On 21 March, a chemist was booked for allegedly selling N95 masks at over four times higher than the fixed price in Himachal Pradesh's Kangra district.[171] On 24 March, a 54-year-old man from Ernakulam, who landed from Chennai at the Cochin International Airport on 23 March, was arrested for refusing to follow instructions given by doctors.[172] A case was registered against a Coca-Cola plant in Himachal Pradesh for operating in violation of lockdown order.[173] 255 people in West Bengal were arrested for violating restriction order and were prosecuted under IPC section 188.[174] A man was arrested for hosting a party during the lockdown in Andhra Pradesh's West Godavari district.[175] Hyderabad traffic police seized 2,480 vehicles for violating the lockdown.[176] On 25 March, two people were booked under sections 353, 188 and other relevant provisions of the IPC and Disaster Management Act, 2005 for allegedly abusing and manhandling policemen during the lockdown at Kalyan in Maharashtra's Thane district.[177] On 26 March, Delhi police arrested a 40-year-old man and seized his scooty for allegedly calling a northeastern woman ""coronavirus"" and spitting paan at her.[178] On 27 March, an Infosys employee from Bengaluru was arrested for his social media post that encouraged people to venture out and spread the virus.[179] Three people were arrested for circulating a fake audio clip which suggested that 59 fresh cases were reported in Nagpur, Maharashtra.[180] A 29-year-old woman was arrested in Kolkata for allegedly spreading rumours related to the outbreak by posting fake news on social media.[181] Patna police arrested three policemen for allegedly shooting at a driver of a vehicle carrying potatoes and asking for a bribe of ₹5,000 (US$70).[182]
",9 March 2020,2020-03-09
India,"On 22 March, Punjab chief minister Amarinder Singh has said that in view of coronavirus, the state has ordered lockdown till 31 March. All essential government services will continue and shops for essential goods such as food, medicines etc. will remain open.[262][263] The chief minister of Rajasthan Ashok Gehlot said public vehicle will be banned till 31 March, along with all the malls and shops will remain closed.[264][265]
",22 March 2020,2020-03-22
India,"The International Indian Film Academy Awards, planned to take place on March 27, was canceled.[283] Cinema halls were shut down by most state governments. Film bodies decided to stop the production of films, TV shows and web series till 31 March.[284] On 25 March, all video streaming services, jointly decided to offer only SD quality content on cellular networks. They also decided to lower the bitrates to 480p to lower the stress on telecom networks throughout the 21-day lockdown during which there would be an unprecedented surge in mobile internet consumption since people were confined to their homes.[285] The Indian Broadcasting Foundation (IBF) said that four major broadcasting networks in the country have decided to waive all fees for four channels for two months. The IBF is an organisation promoting the Indian television industry.
In a statement, the foundation said that Sony Pal, run by Sony, Star Utsav, run by Star India, Viacom18's Colors Rishtey run by colors and Zee Anmol run by Zee TV will be available for two months free to all viewers in the country. This offer is for all DTH and cable networks.[286]
",31 March 2020,2020-03-31
India,"On 14 March, Western and Central Railways removed curtains and blankets from AC coaches.[321] On 17 March, Western Railways hiked platform ticket charges from Rs. 10 to Rs. 50 across 250 stations.[322] Central Railways cancelled 23 trains.[323] On 19 March, Tejas Express running between Lucknow Junction to New Delhi and Varanasi to Indore will remain canceled till 31 March.[324] On 20 March, Delhi Metro was scheduled to remain closed on 22 March due to Janata Curfew.[325] On 22 March, metro services across India were suspended till 31 March.[326] On 21 March, in view of Janata curfew, Indian Railways announced the cancellation of 3,700 trains across the country.[327][328] On 22 March, the union government cancelled all train services in the country baring goods trains, that is around 12,500 trains, and all non-essential passenger transport including interstate transport buses.[329] IRCTC suspended the bookings for 3 private trains till 30 April.[330] After the Prime Minister Modi extended the nationwide lockdown till 3 May. the Indian Railways not only extended the suspension of all its passenger trains during the period but also suspended all ticket bookings till further notice.[331]
",14 March 2020,2020-03-14
India,"An estimated 139 million migrant workers from the countryside work in India's cities and towns. With factories and workplaces shut down, they were left with  no livelihood. In the first few days of the lockdown, television screens captured long processions of migrant workers walking miles to go back to their native villages, often with families and young children on shoulders.[336] Two days later, the Uttar Pradesh government decided to arrange buses at Delhi's Anand Vihar bus station to take the migrants back to their villages. Large crowds gathered at the bus station awaiting buses. The central government issued a press statement stating that it had asked state governments to set up immediate relief camps for the migrant workers returning to their native states.[337] On 29 March, the government issued sweeping orders directing that the landlords should not demand rent during the period of the lockdown and that employers should pay wages without deduction. The people that violated the lockdown were to be sent to government-run quarantine facilities for 14 days.[338][339] The Supreme Court of India agreed to hear a petition on behalf of the migrant workers on 30 March.[340] The Court asked the central government to file status report with respect to the situation of migrant workers.[341] In its report, the central government stated that the migrant workers, apprehensive about their survival, moved in the panic created by fake news that the lock down would last for more than three months.[342]
",29 March 2020,2020-03-29
India,"An estimated 139 million migrant workers from the countryside work in India's cities and towns. With factories and workplaces shut down, they were left with  no livelihood. In the first few days of the lockdown, television screens captured long processions of migrant workers walking miles to go back to their native villages, often with families and young children on shoulders.[336] Two days later, the Uttar Pradesh government decided to arrange buses at Delhi's Anand Vihar bus station to take the migrants back to their villages. Large crowds gathered at the bus station awaiting buses. The central government issued a press statement stating that it had asked state governments to set up immediate relief camps for the migrant workers returning to their native states.[337] On 29 March, the government issued sweeping orders directing that the landlords should not demand rent during the period of the lockdown and that employers should pay wages without deduction. The people that violated the lockdown were to be sent to government-run quarantine facilities for 14 days.[338][339] The Supreme Court of India agreed to hear a petition on behalf of the migrant workers on 30 March.[340] The Court asked the central government to file status report with respect to the situation of migrant workers.[341] In its report, the central government stated that the migrant workers, apprehensive about their survival, moved in the panic created by fake news that the lock down would last for more than three months.[342]
",29 March 2020,2020-03-29
India,"""PM Modi announces extension of lockdown till 3 May""",3 May 2020,2020-05-03
India,"
Debraj Ray, S. Subramanian, Lore Vandewalle, India's Lockdown, The India Forum, . ""But in societies like India, a lockdown can kill via job loss, increased vulnerability to economic shocks, and via social stigma and misinformation. Then the objective of saving lives as a whole may or may not be achieved by a draconian lockdown.""",11 April 2020,2020-04-11
India,"""Coronavirus India lockdown Day 26 updates | , 2020""",April 19,2020-04-19
India,"""Delhi lockdown to start at 6 am Monday, until 31 March Kejriwal""",31 March 2020,2020-03-31
India,"""Odisha becomes first state to extend Covid-19 lockdown; sets 30 April as new date""",30 April 2020,2020-04-30
India,"""Covid-19 Punjab extends lockdown till """,April 30,2020-04-30
India,"""Punjab to enforce lockdown till """,March 31,2020-03-31
India,"""Coronavirus Ashok Gehlot orders lockdown in Rajasthan till , exempts essential services""",March 31,2020-03-31
India,"""Coronavirus Rajasthan announces complete lockdown till """,March 31,2020-03-31
India,"""IRCTC suspends bookings for its 3 private trains till , amid nationwide lockdown due to coronavirus COVID-19""",April 30,2020-04-30
India,"""AP announces lockdown till """,March 31,2020-03-31
Ireland,"In the wake of fake news and rumours circulating online—including claims that a military-enforced ""status red lockdown"" would be enforced from 1100 on Monday 16 March—ministers and the head of the Defence Forces made calls for people to be more responsible with the information they shared online and to only trust reputable sources.[316][317]
",16 March 2020,2020-03-16
Iraq,"On 13 March, the Kurdish Regional Government imposed a two-day curfew in Erbil and Sulaymaniyah, which later evolved to become a complete lockdown of the entire region of the KRG on the 4th of April. This was due to a rise in cases attributed to 2 funeral gatherings. This lockdown meant that apart from a few select pharmaceutical shops working through delivery, all shops would be closed and movement (even walking) banned.[41][2][38]
",13 March 2020,2020-03-13
Iraq,"On 13 March, the Kurdish Regional Government imposed a two-day curfew in Erbil and Sulaymaniyah, which later evolved to become a complete lockdown of the entire region of the KRG on the 4th of April. This was due to a rise in cases attributed to 2 funeral gatherings. This lockdown meant that apart from a few select pharmaceutical shops working through delivery, all shops would be closed and movement (even walking) banned.[41][2][38]
",13 March 2020,2020-03-13
Iraq,"After the first death in Sheikh Saad, Wasit Governorate, the town placed into temporary lockdown after an elderly couple died from the coronavirus on 14 March.[42] On 15 March, a three-day curfew was imposed in Karbala.[43]
",14 March 2020,2020-03-14
